"Australia","Electricity - total geothermal production","2014","Kilowatt-hours, million","1",""
"Australia","Electricity - total geothermal production","2013","Kilowatt-hours, million","1",""
"Australia","Electricity - total geothermal production","2012","Kilowatt-hours, million","1",""
"Australia","Electricity - total geothermal production","2011","Kilowatt-hours, million","1",""
"Australia","Electricity - total geothermal production","2010","Kilowatt-hours, million","1",""
"Australia","Electricity - total geothermal production","2009","Kilowatt-hours, million","1",""
"Australia","Electricity - total geothermal production","2008","Kilowatt-hours, million","1",""
"Australia","Electricity - total geothermal production","2007","Kilowatt-hours, million","1",""
"Australia","Electricity - total geothermal production","2006","Kilowatt-hours, million","1",""
"Austria","Electricity - total geothermal production","2014","Kilowatt-hours, million","0",""
"Austria","Electricity - total geothermal production","2013","Kilowatt-hours, million","0",""
"Austria","Electricity - total geothermal production","2012","Kilowatt-hours, million","1",""
"Austria","Electricity - total geothermal production","2011","Kilowatt-hours, million","1",""
"Austria","Electricity - total geothermal production","2010","Kilowatt-hours, million","1",""
"Austria","Electricity - total geothermal production","2009","Kilowatt-hours, million","2",""
"Austria","Electricity - total geothermal production","2008","Kilowatt-hours, million","2",""
"Austria","Electricity - total geothermal production","2007","Kilowatt-hours, million","2",""
"Austria","Electricity - total geothermal production","2006","Kilowatt-hours, million","3",""
"Austria","Electricity - total geothermal production","2005","Kilowatt-hours, million","2",""
"Austria","Electricity - total geothermal production","2004","Kilowatt-hours, million","2",""
"Austria","Electricity - total geothermal production","2003","Kilowatt-hours, million","3",""
"Austria","Electricity - total geothermal production","2002","Kilowatt-hours, million","3",""
"Costa Rica","Electricity - total geothermal production","2014","Kilowatt-hours, million","1538",""
"Costa Rica","Electricity - total geothermal production","2013","Kilowatt-hours, million","1517",""
"Costa Rica","Electricity - total geothermal production","2012","Kilowatt-hours, million","1402.55",""
"Costa Rica","Electricity - total geothermal production","2011","Kilowatt-hours, million","1279.54166666667",""
"Costa Rica","Electricity - total geothermal production","2010","Kilowatt-hours, million","1176.080555",""
"Costa Rica","Electricity - total geothermal production","2009","Kilowatt-hours, million","1185.838889",""
"Costa Rica","Electricity - total geothermal production","2008","Kilowatt-hours, million","1130.863889",""
"Costa Rica","Electricity - total geothermal production","2007","Kilowatt-hours, million","1238.530555",""
"Costa Rica","Electricity - total geothermal production","2006","Kilowatt-hours, million","1214.888889",""
"Costa Rica","Electricity - total geothermal production","2005","Kilowatt-hours, million","1148.333333",""
"Costa Rica","Electricity - total geothermal production","2004","Kilowatt-hours, million","1116",""
"Costa Rica","Electricity - total geothermal production","2003","Kilowatt-hours, million","920",""
"Costa Rica","Electricity - total geothermal production","2002","Kilowatt-hours, million","1121",""
"Costa Rica","Electricity - total geothermal production","2001","Kilowatt-hours, million","986",""
"Costa Rica","Electricity - total geothermal production","2000","Kilowatt-hours, million","976",""
"Costa Rica","Electricity - total geothermal production","1999","Kilowatt-hours, million","804",""
"Costa Rica","Electricity - total geothermal production","1998","Kilowatt-hours, million","591",""
"Costa Rica","Electricity - total geothermal production","1997","Kilowatt-hours, million","544",""
"Costa Rica","Electricity - total geothermal production","1996","Kilowatt-hours, million","510",""
"Costa Rica","Electricity - total geothermal production","1995","Kilowatt-hours, million","468",""
"Costa Rica","Electricity - total geothermal production","1994","Kilowatt-hours, million","342",""
"El Salvador","Electricity - total geothermal production","2014","Kilowatt-hours, million","1558",""
"El Salvador","Electricity - total geothermal production","2013","Kilowatt-hours, million","1560",""
"El Salvador","Electricity - total geothermal production","2012","Kilowatt-hours, million","1535",""
"El Salvador","Electricity - total geothermal production","2011","Kilowatt-hours, million","1534",""
"El Salvador","Electricity - total geothermal production","2010","Kilowatt-hours, million","1525",""
"El Salvador","Electricity - total geothermal production","2009","Kilowatt-hours, million","1524",""
"El Salvador","Electricity - total geothermal production","2008","Kilowatt-hours, million","1519",""
"El Salvador","Electricity - total geothermal production","2007","Kilowatt-hours, million","1382",""
"El Salvador","Electricity - total geothermal production","2006","Kilowatt-hours, million","1140",""
"El Salvador","Electricity - total geothermal production","2005","Kilowatt-hours, million","1051",""
"El Salvador","Electricity - total geothermal production","2004","Kilowatt-hours, million","1011",""
"El Salvador","Electricity - total geothermal production","2003","Kilowatt-hours, million","1026",""
"El Salvador","Electricity - total geothermal production","2002","Kilowatt-hours, million","993",""
"El Salvador","Electricity - total geothermal production","2001","Kilowatt-hours, million","966",""
"El Salvador","Electricity - total geothermal production","2000","Kilowatt-hours, million","786",""
"El Salvador","Electricity - total geothermal production","1999","Kilowatt-hours, million","598",""
"El Salvador","Electricity - total geothermal production","1998","Kilowatt-hours, million","451",""
"El Salvador","Electricity - total geothermal production","1997","Kilowatt-hours, million","486",""
"El Salvador","Electricity - total geothermal production","1996","Kilowatt-hours, million","431",""
"El Salvador","Electricity - total geothermal production","1995","Kilowatt-hours, million","443",""
"El Salvador","Electricity - total geothermal production","1994","Kilowatt-hours, million","407",""
"El Salvador","Electricity - total geothermal production","1993","Kilowatt-hours, million","380",""
"El Salvador","Electricity - total geothermal production","1992","Kilowatt-hours, million","391",""
"El Salvador","Electricity - total geothermal production","1991","Kilowatt-hours, million","425",""
"El Salvador","Electricity - total geothermal production","1990","Kilowatt-hours, million","419",""
"Ethiopia","Electricity - total geothermal production","2014","Kilowatt-hours, million","19",""
"Ethiopia","Electricity - total geothermal production","2013","Kilowatt-hours, million","17",""
"Ethiopia","Electricity - total geothermal production","2012","Kilowatt-hours, million","16",""
"Ethiopia","Electricity - total geothermal production","2011","Kilowatt-hours, million","8",""
"Ethiopia","Electricity - total geothermal production","2010","Kilowatt-hours, million","18",""
"Ethiopia","Electricity - total geothermal production","2009","Kilowatt-hours, million","24",""
"Ethiopia","Electricity - total geothermal production","2008","Kilowatt-hours, million","14",""
"Ethiopia","Electricity - total geothermal production","2007","Kilowatt-hours, million","0",""
"Ethiopia","Electricity - total geothermal production","2006","Kilowatt-hours, million","0",""
"Ethiopia","Electricity - total geothermal production","2005","Kilowatt-hours, million","0",""
"Ethiopia","Electricity - total geothermal production","2004","Kilowatt-hours, million","0",""
"Ethiopia","Electricity - total geothermal production","2003","Kilowatt-hours, million","0",""
"Ethiopia","Electricity - total geothermal production","2002","Kilowatt-hours, million","1",""
"Ethiopia","Electricity - total geothermal production","2001","Kilowatt-hours, million","5",""
"Ethiopia","Electricity - total geothermal production","2000","Kilowatt-hours, million","20",""
"Ethiopia","Electricity - total geothermal production","1999","Kilowatt-hours, million","26",""
"Ethiopia","Electricity - total geothermal production","1998","Kilowatt-hours, million","20",""
"Ethiopia","Electricity - total geothermal production","1997","Kilowatt-hours, million","6","1"
"Ethiopia","Electricity - total geothermal production","1996","Kilowatt-hours, million","6","1"
"Ethiopia","Electricity - total geothermal production","1995","Kilowatt-hours, million","6","1"
"Ethiopia","Electricity - total geothermal production","1994","Kilowatt-hours, million","5","1"
"Ethiopia, incl. Eritrea","Electricity - total geothermal production","1993","Kilowatt-hours, million","68",""
"Ethiopia, incl. Eritrea","Electricity - total geothermal production","1992","Kilowatt-hours, million","66",""
"Ethiopia, incl. Eritrea","Electricity - total geothermal production","1991","Kilowatt-hours, million","65",""
"Ethiopia, incl. Eritrea","Electricity - total geothermal production","1990","Kilowatt-hours, million","66","1"
"Germany","Electricity - total geothermal production","2014","Kilowatt-hours, million","98",""
"Germany","Electricity - total geothermal production","2013","Kilowatt-hours, million","80",""
"Germany","Electricity - total geothermal production","2012","Kilowatt-hours, million","25",""
"Germany","Electricity - total geothermal production","2011","Kilowatt-hours, million","19",""
"Germany","Electricity - total geothermal production","2010","Kilowatt-hours, million","28",""
"Germany","Electricity - total geothermal production","2009","Kilowatt-hours, million","19",""
"Germany","Electricity - total geothermal production","2008","Kilowatt-hours, million","18",""
"Guadeloupe","Electricity - total geothermal production","2014","Kilowatt-hours, million","75",""
"Guadeloupe","Electricity - total geothermal production","2013","Kilowatt-hours, million","81",""
"Guadeloupe","Electricity - total geothermal production","2012","Kilowatt-hours, million","50",""
"Guadeloupe","Electricity - total geothermal production","2011","Kilowatt-hours, million","51","1"
"Guadeloupe","Electricity - total geothermal production","2010","Kilowatt-hours, million","52","1"
"Guadeloupe","Electricity - total geothermal production","2009","Kilowatt-hours, million","50","1"
"Guadeloupe","Electricity - total geothermal production","2008","Kilowatt-hours, million","49","1"
"Guadeloupe","Electricity - total geothermal production","2007","Kilowatt-hours, million","49","1"
"Guadeloupe","Electricity - total geothermal production","2006","Kilowatt-hours, million","47","1"
"Guadeloupe","Electricity - total geothermal production","2005","Kilowatt-hours, million","46","1"
"Guadeloupe","Electricity - total geothermal production","2004","Kilowatt-hours, million","46","1"
"Guadeloupe","Electricity - total geothermal production","2003","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","2002","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","2001","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","2000","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","1999","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","1998","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","1997","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","1996","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","1995","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","1994","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","1993","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","1992","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","1991","Kilowatt-hours, million","15","1"
"Guadeloupe","Electricity - total geothermal production","1990","Kilowatt-hours, million","15","1"
"Guatemala","Electricity - total geothermal production","2014","Kilowatt-hours, million","247",""
"Guatemala","Electricity - total geothermal production","2013","Kilowatt-hours, million","212.3",""
"Guatemala","Electricity - total geothermal production","2012","Kilowatt-hours, million","246",""
"Guatemala","Electricity - total geothermal production","2011","Kilowatt-hours, million","246",""
"Guatemala","Electricity - total geothermal production","2010","Kilowatt-hours, million","271",""
"Guatemala","Electricity - total geothermal production","2009","Kilowatt-hours, million","387",""
"Guatemala","Electricity - total geothermal production","2008","Kilowatt-hours, million","294",""
"Guatemala","Electricity - total geothermal production","2007","Kilowatt-hours, million","263",""
"Guatemala","Electricity - total geothermal production","2006","Kilowatt-hours, million","163",""
"Guatemala","Electricity - total geothermal production","2005","Kilowatt-hours, million","146",""
"Iceland","Electricity - total geothermal production","2014","Kilowatt-hours, million","5238",""
"Iceland","Electricity - total geothermal production","2013","Kilowatt-hours, million","5245",""
"Iceland","Electricity - total geothermal production","2012","Kilowatt-hours, million","5209",""
"Iceland","Electricity - total geothermal production","2011","Kilowatt-hours, million","4702",""
"Iceland","Electricity - total geothermal production","2010","Kilowatt-hours, million","4465",""
"Iceland","Electricity - total geothermal production","2009","Kilowatt-hours, million","4553",""
"Iceland","Electricity - total geothermal production","2008","Kilowatt-hours, million","4038",""
"Iceland","Electricity - total geothermal production","2007","Kilowatt-hours, million","3579",""
